OBJECTID,NB_CODE,LEGEND_DESCRIPTION_1,LEGEND_DESCRIPTION_2,LEXICON_ID,LEXICON_LINK,TECT_BELT,TECT_BELT_CODE,SUPERGROUP,GROUP_SUITE,GROUP_SUITE_CODE,FORMATION_INTRUSION,FORMATION_INTRUSION_CODE,MEMBER_PHASE,MEMBER_CODE,LITHOTYPE,LITHOTYPE_CODE,AGE_FROM_LONG,AGE_FROM_SYMBOL,AGE_FROM_CODE,AGE_TO_LONG,AGE_TO_SYMBOL,AGE_TO_CODE,UNIT_LABEL_SYMBOLIZED,UNIT_LABEL_COMMON,GROUP_LABEL_SYMBOLIZED,GROUP_LABEL_COMMON,AGE_CODE
1304,LMK-cc,"Red-brown (rarely grey-green), polymictic, granule-pebble-cobble conglomerate with a sandy matrix; red-brown (rarely grey-green), medium-grained to granular and pebbly lithic sandstone; ","minor red-brown (rarely grey-green), very fine- to medium-grained, parallel-and ripple-laminated sandstone; minor red-brown, grey-green and grey siltstone and mudstone.",233,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=233,Maritimes Basin,Mar,none,Windsor Group,WN,Lime-Kiln Brook Formation,LMK,none,,coarse-grained clastic sedimentary rocks,cc,Mississippian - Carboniferous,²¤,Ms-Cb,Mississippian - Carboniferous,²¤,Ms-Cb,²¤LMKcc,Ms-Cb-LMK-cc,²¤WN,Ms-Cb-WN,
1305,LMK-e,"White to grey, granular to massive and locally marble-textured gypsum with selenite porphyroblasts; grey, massive to marble-textured micro-crystalline anhydrite.",,233,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=233,Maritimes Basin,Mar,none,Windsor Group,WN,Lime-Kiln Brook Formation,LMK,none,,evaporites,e,Mississippian - Carboniferous,²¤,Ms-Cb,Mississippian - Carboniferous,²¤,Ms-Cb,²¤LMKe,Ms-Cb-LMK-e,²¤WN,Ms-Cb-WN,
1306,LMK-ls,"Buff to light brown weathering, grey, fine- to coarse-grained, siliciclastic and oolitic grainstone and calcareous sandstone, locally containing stromatolite heads; ","minor grey algal wackestone, petroliferous biomicrite, sandy to pebbly limestone, stromatolite limestone breccia, red calcareous mudstone breccia, red-brown sandstone and mudstone and dark grey to grey-green siltstone and mudstone.",233,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=233,Maritimes Basin,Mar,none,Windsor Group,WN,Lime-Kiln Brook Formation,LMK,none,,limestone,ls,Mississippian - Carboniferous,²¤,Ms-Cb,Mississippian - Carboniferous,²¤,Ms-Cb,²¤LMKls,Ms-Cb-LMK-ls,²¤WN,Ms-Cb-WN,
1307,LSP-ca,"Light grey, thin- to medium-bedded, massive to parallel-laminated, weakly to moderately calcareous, fine-grained sandstone; minor calcarenite and highly fossiliferous limestone.",,234,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=234,Tobique-Chaleur,Tob,none,Quinn Point Group,QP,Limestone Point Formation,LSP,none,,calcareous rocks,ca,Early Silurian,EÂ,E-Sl,Early Silurian,EÂ,E-Sl,ÂLSPca,Sl-LSP-ca,µÂQP,OdSl-QP,
1308,LNG-ii,"Green to light grey, medium- to coarse-grained, granodiorite, tonalite and diorite; pink to red, fine-to medium-grained, equigranular granite; the granitoids are commonly strongly fractured to cataclased and limonite-stained.",,235,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=235,New River,New,none,none,,Lingley Granitoids,LNG,none,,intermediate intrusive rocks,ii,Early Ediacaran,Eª,E-Ed,Early Ediacaran,Eª,E-Ed,ªLNGii,Ed-LNG-ii,ªLNG,Ed-LNG,
1309,LCB-fi,"Pink, medium-grained, foliated, porphyritic granite.",,236,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=236,Miramichi South,Mms,none,none,,Little Clearwater Brook Granite,LCB,none,,felsic intrusive rocks,fi,Early Ordovician,Eµ,E-Od,Middle Ordovician,Mµ,M-Od,µLCBfi,Od-LCB-fi,µLCB,Od-LCB,
1310,LMP-fv,"Red, porphyritic, flow-banded rhyolite.",,237,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=237,Late Devonian-Early Carboniferous Volcanic Rocks,Dcv,none,Piskahegan Group,PS,Little Mount Pleasant Formation,LMP,none,,felsic flows,fv,Late Devonian,L¨,L-Dv,Late Devonian,L¨,L-Dv,¨LMPfv,Dv-LMP-fv,¨PS,Dv-PS,
1311,LNR-ii,"Intermingled, greyish green hornblende diorite and greyish pink granodiorite to pink monzogranite.",,1969,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=1969,New River,New,none,New River Plutonic Suite,NR,Little New River Granitoids,LNR,none,,intermediate intrusive rocks,ii,Late Ediacaran,Lª,L-Ed,Late Ediacaran,Lª,L-Ed,ªLNRii,Ed-LNR-ii,ªNR,Ed-NR,
1312,LTR-BE,"Dark green, massive to pillowed, strongly alkalic basalt and hyaloclastite; minor intercalated chert and peralkaline felsic volcanic rocks.",,238,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=238,Miramichi North,Mmn,Bathurst Supergroup,Tetagouche Group,TG,Little River Formation,LTR,Beresford Member,BE,none,,Middle Ordovician,Mµ,M-Od,Late Ordovician,Lµ,L-Od,µLTR-BE,Od-LTR-BE,µTG,Od-TG,
1313,LTR-BM,"Medium to dark green alkalic pillow basalt and hyaloclastite; minor peralkaline felsic volcanic rocks and grey to black shale and chert.",,238,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=238,Miramichi North,Mmn,Bathurst Supergroup,Tetagouche Group,TG,Little River Formation,LTR,Brunswick Member,BM,none,,Middle Ordovician,Mµ,M-Od,Late Ordovician,Lµ,L-Od,µLTR-BM,Od-LTR-BM,µTG,Od-TG,
1314,LTR-c,"Dark grey to black, thin-bedded shale, siltstone and chert; minor thin-bedded, fine-grained feldspathic sandstone, and red, green, or black ferromanganiferous shale. ",,238,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=238,Miramichi North,Mmn,Bathurst Supergroup,Tetagouche Group,TG,Little River Formation,LTR,none,,clastic sedimentary rocks,c,Middle Ordovician,Mµ,M-Od,Late Ordovician,Lµ,L-Od,µLTRc,Od-LTR-c,µTG,Od-TG,
1315,LTR-fv,Light green peralkaline rhyolite and crystal tuff.,,238,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=238,Miramichi North,Mmn,Bathurst Supergroup,Tetagouche Group,TG,Little River Formation,LTR,none,,felsic flows,fv,Middle Ordovician,Mµ,M-Od,Late Ordovician,Lµ,L-Od,µLTRfv,Od-LTR-fv,µTG,Od-TG,
1316,LTR-mn,"Red, green or black ferromanganiferous shale, siltstone, and chert.",,238,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=238,Miramichi North,Mmn,Bathurst Supergroup,Tetagouche Group,TG,Little River Formation,LTR,none,,red manganiferous shale,mn,Middle Ordovician,Mµ,M-Od,Late Ordovician,Lµ,L-Od,µLTRmn,Od-LTR-mn,µTG,Od-TG,
1317,LSR-it,"Dacitic to rhyolitic crystal tuff and lithic crystal tuff; minor laminated siltstone, arkosic sandstone, and mafic tuff.",,239,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=239,Caledonia,Cal,none,Broad River Group,BR,Little Salmon River Formation,LSR,none,,intermediate tuff,it,Early Ediacaran,Eª,E-Ed,Early Ediacaran,Eª,E-Ed,ªLSRit,Ed-LSR-it,ªBR,Ed-BR,
1318,LBS-ft,"Red to pink and varigated light green and buff, felsic crystal-rich tuff, felsic ash flows with well-developed eutaxitic banding; tan to green felsite and porphyritic felsite.",,240,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=240,New River,New,none,Belleisle Bay Group,BB,Lobster Brook Formation,LBS,none,,felsic tuff,ft,Late Ediacaran,Lª,L-Ed,Late Ediacaran,Lª,L-Ed,ªLBSft,Ed-LBS-ft,ª£BB,EdCm-BB,
1319,LCH-mv,"Dark green mafic tuff with epidote-rich bands, mafic volcanic breccia, and light to medium grey, dacitic tuff locally containing magnetite-rich bands and felsic fragments; minor rhyolitic crystal lapilli tuff and phyllitic siltstone.",,2015,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=2015,Kingston,Ktn,none,Kingston Group,KT,Lochs Brook Formation,LCH,none,,mafic flows,mv,Early Silurian,EÂ,E-Sl,Early Silurian,EÂ,E-Sl,ÂLCHmv,Sl-LCH-mv,ÂKT,Sl-KT,
1320,LDS-ft,"Grey to red, massive to brecciated, flow-banded rhyolite, rhyolite lapilli tuff and rhyolite breccia containing pink rhyolite fragments in a black felsic matrix.",,1996,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=1996,Annidale,Ann,none,Annidale Group,AN,London Settlement Rhyolite,LDS,none,,felsic tuff,ft,Early Ordovician,Eµ,E-Od,Early Ordovician,Eµ,E-Od,µLDSft,Od-LDS-ft,£µAN,CmOd-AN,
1321,LBH-mv,"Grey-green epidotized basalt, locally pillowed.",,,,Caledonia,Cal,none,none,,Long Beach Formation,LBH,none,,mafic flows,mv,Cryogenian,§,Cy,Cryogenian,§,Cy,§LBHmv,Cy-LBH-mv,§LBH,Cy-LBH,
1322,LPB-fv,"Greenish pink, massive felsic flows.",,243,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=243,Grand Manan,Gra,none,Castalia Group,CT,Long Pond Bay Formation,LPB,none,,felsic flows,fv,Late Ediacaran,Lª,L-Ed,Early Cambrian,E£,E-Cm,ªLPBfv,Ed-LPB-fv,ª£CT,EdCm-CT,
1323,LPB-mva,"Dark grey to red, massive to feldspar-phyric, mafic flows interstratified with red, thick-bedded arkosic grit, sandstone and laminated mudstone.",,243,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=243,Grand Manan,Gra,none,Castalia Group,CT,Long Pond Bay Formation,LPB,a,,mafic flows,mv,Late Ediacaran,Lª,L-Ed,Early Cambrian,E£,E-Cm,ªLPBmva,Ed-LPB-mva,ª£CT,EdCm-CT,
1324,LPB-mvb,"Dark grey, hyaloclastic mafic flows and bedded tuffs interstratified with greyish green, laminated siltstone and light grey, fine-grained sandstone.  ",,243,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=243,Grand Manan,Gra,none,Castalia Group,CT,Long Pond Bay Formation,LPB,b,,mafic flows,mv,Late Ediacaran,Lª,L-Ed,Early Cambrian,E£,E-Cm,ªLPBmvb,Ed-LPB-mvb,ª£CT,EdCm-CT,
1325,LPB-mc,"Grey feldspathic sandstone grading to light grey laminated silty mudstone; thick-bedded, light grey granule conglomerate containing angular clasts of laminated siltstone.  ",,243,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=243,Grand Manan,Gra,none,Castalia Group,CT,Long Pond Bay Formation,LPB,none,,medium-grained clastic sedimentary rocks,mc,Late Ediacaran,Lª,L-Ed,Early Cambrian,E£,E-Cm,ªLPBmc,Ed-LPB-mc,ª£CT,EdCm-CT,
1326,LGR-fc,"Strongly phyllitic to schistose, medium-grey slate and laminated siltstone with abundant quartz veining.",,244,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=244,Mascarene,Mas,none,Mascarene Group,MC,Long Reach Formation,LGR,none,,fine-grained clastic sedimentary rocks,fc,Early Silurian,EÂ,E-Sl,Early Silurian,EÂ,E-Sl,ÂLGRfc,Sl-LGR-fc,µÂMC,OdSl-MC,
1327,LGR-mv,"Grey to green, commonly hematized, vesicular basaltic flows, basaltic tuff, mafic lapilli tuff, hyaloclastite and pillow lava.",,244,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=244,Mascarene,Mas,none,Mascarene Group,MC,Long Reach Formation,LGR,none,,mafic flows,mv,Early Silurian,EÂ,E-Sl,Early Silurian,EÂ,E-Sl,ÂLGRmv,Sl-LGR-mv,µÂMC,OdSl-MC,
1328,LGR-mt,"Dark grey mafic feldspar crystal tuff and strongly banded light grey felsic and dark grey mafic, welded ash tuff and black (hornfelsed) thinly laminated siltstone. ",,244,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=244,Mascarene,Mas,none,Mascarene Group,MC,Long Reach Formation,LGR,none,,mafic tuff,mt,Early Silurian,EÂ,E-Sl,Early Silurian,EÂ,E-Sl,ÂLGRtf,Sl-LGR-tf,µÂMC,OdSl-MC,
1329,LST-fi,"Light grey to light pink, medium-grained, equigranular, muscovite-biotite granite and pegmatite commonly containing garnet and tourmaline.",,246,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=246,Late Silurian-Late Devonian Intrusions,Sdi,none,none,,Lost Lake Granite,LST,none,,felsic intrusive rocks,fi,Early Devonian,E¨,E-Dv,Early Devonian,E¨,E-Dv,¨LSTfi,Dv-LST-fi,¨LST,Dv-LST,
1330,LST-ii,"Grey to pink, fine- to medium-grained, equigranular biotite granite to granodiorite.",,246,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=246,Late Silurian-Late Devonian Intrusions,Sdi,none,none,,Lost Lake Granite,LST,none,,intermediate intrusive rocks,ii,Early Devonian,E¨,E-Dv,Early Devonian,E¨,E-Dv,¨LSTii,Dv-LST-ii,¨LST,Dv-LST,
1331,LLK-fi,Reddish pink to maroon quartz-feldspar porphyry,,247,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=247,Miramichi North,Mmn,none,none,,Lovalls Lake Porphyry,LLK,none,,felsic intrusive rocks,fi,Middle Devonian,M¨,M-Dv,Middle Devonian,M¨,M-Dv,¨LLKfi,Dv-LLK-fi,¨LLK,Dv-LLK,
1332,LDG-ii,"Grey to greyish green, fine- to medium-grained granodiorite to tonalite with abundant, rounded dioritic xenoliths and fine-grained red granite/aplite dykes.",,248,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=248,Brookville,Bro,none,Golden Grove Plutonic Suite,GG,Ludgate Lake Granodiorite,LDG,none,,intermediate intrusive rocks,ii,Late Ediacaran,Lª,L-Ed,Late Ediacaran,Lª,L-Ed,ªLDGii,Ed-LDG-ii,ª£GG,EdCm-GG,
1333,LTS-ii,"Dark green, medium-grained, hornblende quartz diorite cut by quartz monzonite and pink granite; commonly intensely sheared.",,249,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=249,Brookville,Bro,none,Golden Grove Plutonic Suite,GG,Lutes Mountain Granite,LTS,none,,intermediate intrusive rocks,ii,Late Ediacaran,Lª,L-Ed,Early Cambrian,E£,E-Cm,ªLTSii,Ed-LTS-ii,ª£GG,EdCm-GG,
1334,MB-cc,"Red to locally grey polymictic conglomerate with minor interbeds of red to locally grey lithic and feldspathic sandstones; minor calcrete and mudstone.",,250,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=250,Maritimes Basin,Mar,none,Mabou Group,MB,none,,none,,coarse-grained clastic sedimentary rocks,cc,Mississippian - Carboniferous,²¤,Ms-Cb,Mississippian - Carboniferous,²¤,Ms-Cb,²¤MBcc,Ms-Cb-MB-cc,²¤MB,Ms-Cb-MB,
1335,MCM-ls,"Grey to black, laminated to thinly bedded wackestone and packstone with common intraclasts and pelletoids; minor floatstone and limestone breccia.",,252,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=252,Maritimes Basin,Mar,none,Windsor Group,WN,Macumber Formation,MCM,none,,limestone,ls,Mississippian - Carboniferous,²¤,Ms-Cb,Mississippian - Carboniferous,²¤,Ms-Cb,²¤MCMls,Ms-Cb-MCM-ls,²¤WN,Ms-Cb-WN,
1336,MDS-c,"Light greyish green, locally maroon, thin- to medium-bedded, fine-grained, calcareous to non-calcareous sandstone and minor interbedded limestone.",,2045,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=2045,Elmtree,Elm,none,Quinn Point Group,QP,Madisco Brook Formation,MDS,none,,clastic sedimentary rocks,c,Early Silurian,EÂ,E-Sl,Early Silurian,EÂ,E-Sl,ÂMDSc,Sl-MDS-c,µÂQP,OdSl-QP,
1337,MDR-mv,"Light to dark green, massive to pillowed alkalic basalt and related hyaloclastites, minor sheeted mafic dykes, limestone and interbedded dark grey shale.",,2036,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=2036,Elmtree,Elm,Fournier Supergroup,Pointe Verte Group,PV,Madran Formation,MDR,none,,mafic flows,mv,Middle Ordovician,Mµ,M-Od,Late Ordovician,Lµ,L-Od,µMDRmv,Od-MDR-mv,µPV,Od-PV,
1338,MGG-fi,"Light pink, medium- to coarse-grained, megacrystic, biotite granite.",,253,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=253,Late Silurian-Late Devonian Intrusions,Sdi,none,Saint George Plutonic Suite,SG,Magaguadavic Granite,MGG,none,,felsic intrusive rocks,fi,Early Devonian,E¨,E-Dv,Early Devonian,E¨,E-Dv,¨MGGfi,Dv-MGG-fi,Â¨SG,SlDv-SG,
1339,MGG-fia,"Pink to grey, medium- to coarse-grained, locally megacrystic, biotite to biotite-hornblende granite; minor granodiorite.",,253,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=253,Late Silurian-Late Devonian Intrusions,Sdi,none,Saint George Plutonic Suite,SG,Magaguadavic Granite,MGG,a,,felsic intrusive rocks,fi,Early Devonian,E¨,E-Dv,Early Devonian,E¨,E-Dv,¨MGGfia,Dv-MGG-fia,Â¨SG,SlDv-SG,
1340,MGG-fib,"Pink, fine- to medium-grained, porphyritic to equigranular, biotite granite.",,253,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=253,Late Silurian-Late Devonian Intrusions,Sdi,none,Saint George Plutonic Suite,SG,Magaguadavic Granite,MGG,b,,felsic intrusive rocks,fi,Early Devonian,E¨,E-Dv,Early Devonian,E¨,E-Dv,¨MGGfib,Dv-MGG-fib,Â¨SG,SlDv-SG,
1341,MLC-fi,"Light to medium grey, fine- to medium-grained feldspar-phyric, foliated granite.",,254,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=254,Miramichi South,Mms,none,none,,Malcolm Brook Porphyry,MLC,none,,felsic intrusive rocks,fi,Middle Ordovician,Mµ,M-Od,Middle Ordovician,Mµ,M-Od,µMLCfi,Od-MLC-fi,µMLC,Od-MLC,
1342,MRN-fc,"Red, fine- to very fine-grained, parallel-, ripple-, and climbing ripple-laminated sandstone; red, parallel-laminated and massive mudstone with local carbonate nodules and mudcracks; minor red or grey, medium-grained, cross-bedded sandstone.",,255,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=255,Maritimes Basin,Mar,none,Mabou Group,MB,Maringouin Formation,MRN,none,,fine-grained clastic sedimentary rocks,fc,Mississippian - Carboniferous,²¤,Ms-Cb,Mississippian - Carboniferous,²¤,Ms-Cb,²¤MRNfc,Ms-Cb-MRN-fc,²¤MB,Ms-Cb-MB,
1343,MRT-mc,"Greenish grey to black, turbiditic siltstone, fine-grained feldspathic wacke and siliceous siltstone; minor marble breccia and conglomerate, marble and calcareous quartzite.",,256,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=256,Brookville,Bro,none,Green Head Group,GH,Martinon Formation,MRT,none,,medium-grained clastic sedimentary rocks,mc,Early Ediacaran,Eª,E-Ed,Early Ediacaran,Eª,E-Ed,ªMRTmc,Ed-MRT-mc,ªGH,Ed-GH,
1344,MT-ca,"Medium to dark grey, thin-bedded, calcareous siltstone and light grey, fine-grained calcareous sandstone; minor calcilutite,  and non-calcareous siltstone.",,258,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=258,Kedgwick,Ked,none,Matapédia Group,MT,none,,none,,calcareous rocks,ca,Late Ordovician,Lµ,L-Od,Early Silurian,EÂ,E-Sl,µMTca,Od-MT-ca,µÂMT,OdSl-MT,
1345,MTT-cc,"Grey quartzite-pebble conglomerate, and pebbly sandstone; minor grey to white quartz arenite and siltstone.",,259,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=259,New River,New,none,Ellsworth Group,EL,Matthews Lake Formation,MTT,none,,coarse-grained clastic sedimentary rocks,cc,Early Cambrian,E£,E-Cm,Early Cambrian,E£,E-Cm,£MTTcc,Cm-MTT-cc,£EL,Cm-EL,
1346,MTT-mc,"Dark grey to greenish grey massive hornfels, fine- to medium-grained sandstone (locally calc-silicate-bearing) thinly bedded grey siltstone.",,259,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=259,New River,New,none,Ellsworth Group,EL,Matthews Lake Formation,MTT,none,,medium-grained clastic sedimentary rocks,mc,Early Cambrian,E£,E-Cm,Early Cambrian,E£,E-Cm,£MTTmc,Cm-MTT-mc,£EL,Cm-EL,
1347,MYF-ii,"Grey to red, fine- to medium-grained, biotite-hornblende tonalite gradational to quartz diorite.",,260,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=260,Brookville,Bro,none,Golden Grove Plutonic Suite,GG,Mayflower Lake Tonalite,MYF,none,,intermediate intrusive rocks,ii,Late Ediacaran,Lª,L-Ed,Late Ediacaran,Lª,L-Ed,ªMYFii,Ed-MYF-ii,ª£GG,EdCm-GG,
1348,MCB-iv,"Greyish green dacitic flows, locally with flow-banding; minor tuffaceous sandstone and rhyolite flows.",,261,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=261,Caledonia,Cal,none,Coldbrook Group,CB,McBrien Lake Formation,MCB,none,,intermediate flows,iv,Late Ediacaran,Lª,L-Ed,Late Ediacaran,Lª,L-Ed,ªMCBiv,Ed-MCB-iv,ª£CB,EdCm-CB,
1349,MCC-ii,"Dark grey to grey, medium- to coarse-grained biotite-hornblende granodiorite.",,262,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=262,Brookville,Bro,none,Golden Grove Plutonic Suite,GG,McCarthys Point Granodiorite,MCC,none,,intermediate intrusive rocks,ii,Early Cambrian,E£,E-Cm,Early Cambrian,E£,E-Cm,£MCCii,Cm-MCC-ii,ª£GG,EdCm-GG,
1350,ML-fi,"Grey to red, feldspar to quartz-feldspar phyric porphyry and hydrothermally altered equivalents.",,263,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=263,Late Silurian-Late Devonian Intrusions,Sdi,none,McDougall Brook Granitic Suite,ML,none,,none,,felsic intrusive rocks,fi,Late Devonian,L¨,L-Dv,Late Devonian,L¨,L-Dv,¨MLfi,Dv-ML-fi,¨ML,Dv-ML,
1351,MCK-fi,"Grey to pink, medium- to coarse-grained, equigranular to megacrystic, strongly foliated, feldspar-phyric biotite granite",,265,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=265,Miramichi South,Mms,none,none,,McKiel Lake Granite,MCK,none,,felsic intrusive rocks,fi,Middle Ordovician,Mµ,M-Od,Middle Ordovician,Mµ,M-Od,µMCKfi,Od-MCK-fi,µMCK,Od-MCK,
1352,MCQ-mc,"Grey, grey-green and red-brown, fine-grained, parallel- and cross-laminated sandstone with interbeds of grey, grey-green and red-brown siltstone and mudstone.",,1963,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=1963,Maritimes Basin,Mar,none,Horton Group,HR,McQuade Brook Formation,MCQ,none,,medium-grained clastic sedimentary rocks,mc,Mississippian - Carboniferous,²¤,Ms-Cb,Mississippian - Carboniferous,²¤,Ms-Cb,²¤MCQmc,Ms-Cb-MCQ-mc,¨¤HR,DvCb-HR,
1353,MCH-mi,"Grey-green, medium-grained gabbro, grading to gabbronorite, olivine gabbronorite, troctolite, olivine pyroxenite, lherzolite, feldspathic lherzolite, anorthosite; minor grey medium-grained diorite.",,266,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=266,Caledonia,Cal,none,none,,Mechanic Settlement Gabbro,MCH,none,,mafic intrusive rocks,mi,Late Ediacaran,Lª,L-Ed,Late Ediacaran,Lª,L-Ed,ªMCHmi,Ed-MCH-mi,ªMCH,Ed-MCH,
1354,MLN-ca,"Medium to dark grey or greenish grey, massive to very prominently laminated, typically moderately to strongly calcareous slaty siltstone grading to calcisiltite or calcilutite; minor thin beds of sandstone, and local basal conglomerate. ",,2035,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=2035,Miramichi North,Mmn,Bathurst Supergroup,Tetagouche Group,TG,Melanson Brook Formation,MLN,none,,calcareous rocks,ca,Late Ordovician,Lµ,L-Od,Late Ordovician,Lµ,L-Od,µMLNca,Od-MLN-ca,µTG,Od-TG,
1355,MMR-c,"Red to locally grey or green mudstone and calcareous mudstone with local limestone nodules and calcrete beds; minor red and locally grey or green,  fine- to medium-grained sandstone; minor polymictic conglomerate.",,268,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=268,Maritimes Basin,Mar,none,Horton Group,HR,Memramcook Formation,MMR,none,,clastic sedimentary rocks,c,Late Devonian,L¨,L-Dv,Mississippian - Carboniferous,²¤,Ms-Cb,¨MMRc,Dv-MMR-c,¨¤HR,DvCb-HR,
